ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERDATE,PRODUCTLINE,CITY,COUNTRY,DEALSIZE,TOTAL_SALES
10379,27,49.3,2005-02-10,Vintage Cars,Madrid,Spain,Small,1331.1
10407,42,72.65,2005-04-22,Vintage Cars,San Jose,USA,Medium,3051.3
10420,36,63.57,2005-05-29,Vintage Cars,Chatswood,Australia,Small,2288.52
10104,29,100.0,2003-01-31,Trucks and Buses,Madrid,Spain,Medium,2900.0
10114,39,100.0,2003-04-01,Trucks and Buses,Paris,France,Medium,3900.0
10127,45,100.0,2003-06-03,Trucks and Buses,NYC,USA,Medium,4500.0
10141,47,100.0,2003-08-01,Trucks and Buses,Espoo,Finland,Medium,4700.0
10151,49,100.0,2003-09-21,Trucks and Buses,Oulu,Finland,Medium,4900.0
10165,46,100.0,2003-10-22,Trucks and Buses,Singapore,Singapore,Medium,4600.0
10175,48,100.0,2003-11-06,Trucks and Buses,London,UK,Medium,4800.0
10184,46,100.0,2003-11-14,Trucks and Buses,Sevilla,Spain,Medium,4600.0
10195,35,100.0,2003-11-25,Trucks and Buses,White Plains,USA,Medium,3500.0
10207,43,100.0,2003-12-09,Trucks and Buses,Boston,USA,Medium,4300.0
10229,26,100.0,2004-03-11,Trucks and Buses,San Rafael,USA,Medium,2600.0
10246,22,98.18,2004-05-05,Trucks and Buses,Madrid,Spain,Small,2159.96
10259,34,99.41,2004-06-15,Trucks and Buses,Singapore,Singapore,Medium,3379.94
10271,50,100.0,2004-07-20,Trucks and Buses,San Rafael,USA,Medium,5000.0
10281,48,100.0,2004-08-19,Trucks and Buses,Allentown,USA,Medium,4800.0
10292,41,100.0,2004-09-08,Trucks and Buses,NYC,USA,Medium,4100.0
10305,36,100.0,2004-10-13,Trucks and Buses,Cambridge,USA,Medium,3600.0
10313,29,100.0,2004-10-22,Trucks and Buses,Vancouver,Canada,Medium,2900.0
10324,33,37.48,2004-11-05,Trucks and Buses,NYC,USA,Small,1236.84
10334,46,100.0,2004-11-19,Trucks and Buses,Lule,Sweden,Medium,4600.0
10349,38,100.0,2004-12-01,Trucks and Buses,NYC,USA,Medium,3800.0
10358,20,36.42,2004-12-10,Trucks and Buses,Madrid,Spain,Small,728.4000000000001
10370,22,100.0,2005-01-20,Trucks and Buses,North Sydney,Australia,Medium,2200.0
10383,27,100.0,2005-02-22,Trucks and Buses,Madrid,Spain,Medium,2700.0
10412,56,98.18,2005-05-03,Trucks and Buses,Madrid,Spain,Medium,5498.08
10425,38,99.41,2005-05-31,Trucks and Buses,Nantes,France,Medium,3777.58
10101,25,100.0,2003-01-09,Vintage Cars,Frankfurt,Germany,Medium,2500.0
10110,33,100.0,2003-03-18,Vintage Cars,Manchester,UK,Medium,3300.0
10124,42,100.0,2003-05-21,Vintage Cars,Las Vegas,USA,Medium,4200.0
10149,33,100.0,2003-09-12,Vintage Cars,Brisbane,USA,Medium,3300.0
10162,38,100.0,2003-10-18,Vintage Cars,San Francisco,USA,Medium,3800.0
10173,31,100.0,2003-11-05,Vintage Cars,Bergamo,Italy,Medium,3100.0
10182,20,100.0,2003-11-12,Vintage Cars,San Rafael,USA,Small,2000.0
10193,44,100.0,2003-11-21,Vintage Cars,Glen Waverly,Australia,Medium,4400.0
10204,26,100.0,2003-12-02,Vintage Cars,NYC,USA,Medium,2600.0
10214,27,100.0,2004-01-26,Vintage Cars,Madrid,Spain,Medium,2700.0
10227,46,100.0,2004-03-02,Vintage Cars,Lyon,France,Large,4600.0
10243,47,100.0,2004-04-26,Vintage Cars,Boston,USA,Medium,4700.0
10280,37,100.0,2004-08-17,Vintage Cars,Torino,Italy,Medium,3700.0
10288,31,100.0,2004-09-01,Vintage Cars,Singapore,Singapore,Medium,3100.0
10304,24,100.0,2004-10-11,Vintage Cars,Versailles,France,Small,2400.0
10312,31,100.0,2004-10-21,Vintage Cars,San Rafael,USA,Medium,3100.0
10322,50,100.0,2004-11-04,Vintage Cars,Nashua,USA,Large,5000.0
10332,35,64.69,2004-11-17,Vintage Cars,Manchester,UK,Small,2264.15
10344,30,100.0,2004-11-25,Vintage Cars,Marseille,France,Medium,3000.0
10356,29,100.0,2004-12-09,Vintage Cars,Paris,France,Medium,2900.0
10367,27,100.0,2005-01-12,Vintage Cars,Pasadena,USA,Medium,2700.0
10380,40,100.0,2005-02-16,Vintage Cars,Madrid,Spain,Medium,4000.0
10390,31,98.99,2005-03-04,Vintage Cars,San Rafael,USA,Medium,3068.69
10409,6,100.0,2005-04-23,Vintage Cars,Singapore,Singapore,Small,600.0
10420,45,100.0,2005-05-29,Vintage Cars,Chatswood,Australia,Medium,4500.0
10103,22,54.09,2003-01-29,Trucks and Buses,Stavern,Norway,Small,1189.98
10114,45,68.67,2003-04-01,Trucks and Buses,Paris,France,Medium,3090.15
10126,43,65.02,2003-05-28,Trucks and Buses,Madrid,Spain,Small,2795.8599999999997
10140,46,61.99,2003-07-24,Trucks and Buses,Burlingame,USA,Small,2851.54
10151,39,69.28,2003-09-21,Trucks and Buses,Oulu,Finland,Small,2701.92
10165,31,71.1,2003-10-22,Trucks and Buses,Singapore,Singapore,Small,2204.1
10175,41,69.28,2003-11-06,Trucks and Buses,London,UK,Small,2840.48
10184,44,60.16,2003-11-14,Trucks and Buses,Sevilla,Spain,Small,2647.04
10194,45,70.49,2003-11-25,Trucks and Buses,Lyon,France,Medium,3172.0499999999997
10207,37,69.89,2003-12-09,Trucks and Buses,Boston,USA,Small,2585.93
10217,35,61.38,2004-02-04,Trucks and Buses,Singapore,Singapore,Small,2148.3
10229,28,59.55,2004-03-11,Trucks and Buses,San Rafael,USA,Small,1667.3999999999999
10246,30,61.99,2004-05-05,Trucks and Buses,Madrid,Spain,Small,1859.7
10259,30,49.22,2004-06-15,Trucks and Buses,Singapore,Singapore,Small,1476.6
10271,25,69.28,2004-07-20,Trucks and Buses,San Rafael,USA,Small,1732.0
10281,29,57.73,2004-08-19,Trucks and Buses,Allentown,USA,Small,1674.1699999999998
10291,26,57.73,2004-09-08,Trucks and Buses,Boras,Sweden,Small,1500.98
10305,41,53.48,2004-10-13,Trucks and Buses,Cambridge,USA,Small,2192.68
10313,34,52.87,2004-10-22,Trucks and Buses,Vancouver,Canada,Small,1797.58
10322,35,61.21,2004-11-04,Trucks and Buses,Nashua,USA,Small,2142.35
10334,34,61.38,2004-11-19,Trucks and Buses,Lule,Sweden,Small,2086.92
10347,50,100.0,2004-11-29,Trucks and Buses,Melbourne,Australia,Medium,5000.0
10357,41,61.99,2004-12-10,Trucks and Buses,San Rafael,USA,Small,2541.59
10370,22,96.86,2005-01-20,Trucks and Buses,North Sydney,Australia,Small,2130.92
10381,35,48.62,2005-02-17,Trucks and Buses,San Francisco,USA,Small,1701.6999999999998
10391,44,38.5,2005-03-09,Trucks and Buses,North Sydney,Australia,Small,1694.0
10412,47,61.99,2005-05-03,Trucks and Buses,Madrid,Spain,Small,2913.53
10425,19,49.22,2005-05-31,Trucks and Buses,Nantes,France,Small,935.18
10106,34,90.39,2003-02-17,Planes,Bergamo,Italy,Medium,3073.26
10120,29,71.81,2003-04-29,Planes,Melbourne,Australia,Small,2082.4900000000002
10133,49,69.27,2003-06-27,Planes,Madrid,Spain,Medium,3394.23
10145,30,85.32,2003-08-25,Planes,Pasadena,USA,Small,2559.6
10168,21,70.96,2003-10-28,Planes,Burlingame,USA,Small,1490.1599999999999
10210,50,76.88,2004-01-12,Planes,Osaka,Japan,Medium,3844.0
10223,47,100.0,2004-02-20,Planes,Melbourne,Australia,Medium,4700.0
10235,24,76.03,2004-04-02,Planes,Tsawassen,Canada,Small,1824.72
10250,27,98.84,2004-05-11,Planes,San Jose,USA,Small,2668.6800000000003
10263,33,86.17,2004-06-28,Planes,Bridgewater,USA,Small,2843.61
10275,35,90.39,2004-07-23,Planes,Nantes,France,Medium,3163.65
10284,31,71.81,2004-08-21,Planes,Oslo,Norway,Small,2226.11
10297,25,82.79,2004-09-16,Planes,Dublin,Ireland,Small,2069.75
10308,27,82.79,2004-10-15,Planes,White Plains,USA,Small,2235.3300000000004
10318,31,100.0,2004-11-02,Planes,Allentown,USA,Medium,3100.0
10327,45,100.0,2004-11-10,Planes,Kobenhavn,Denmark,Medium,4500.0
10339,27,100.0,2004-11-23,Planes,Minato-ku,Japan,Small,2700.0
10353,27,100.0,2004-12-04,Planes,Glendale,USA,Medium,2700.0
10374,42,69.27,2005-02-02,Planes,South Brisbane,Australia,Small,2909.3399999999997
10386,21,74.77,2005-03-01,Planes,Madrid,Spain,Small,1570.1699999999998
10398,34,76.88,2005-03-30,Planes,Reims,France,Small,2613.92
10401,42,76.03,2005-04-03,Planes,Newark,USA,Medium,3193.26
10416,15,98.84,2005-05-10,Planes,Reggio Emilia,Italy,Small,1482.6000000000001
10107,29,70.87,2003-02-24,Motorcycles,NYC,USA,Small,2055.23
10120,46,58.15,2003-04-29,Motorcycles,Melbourne,Australia,Small,2674.9
10134,30,61.78,2003-07-01,Motorcycles,Paris,France,Small,1853.4
10145,30,49.67,2003-08-25,Motorcycles,Pasadena,USA,Small,1490.1000000000001
10159,42,51.48,2003-10-10,Motorcycles,San Francisco,USA,Small,2162.16
10168,46,61.18,2003-10-28,Motorcycles,Burlingame,USA,Small,2814.28
10180,25,64.2,2003-11-11,Motorcycles,Lille,France,Small,1605.0
10188,32,65.42,2003-11-18,Motorcycles,Bergen,Norway,Small,2093.44
10201,30,64.81,2003-12-01,Motorcycles,San Francisco,USA,Small,1944.3000000000002
10210,40,49.67,2004-01-12,Motorcycles,Osaka,Japan,Small,1986.8000000000002
10223,28,60.57,2004-02-20,Motorcycles,Melbourne,Australia,Small,1695.96
10236,23,55.72,2004-04-03,Motorcycles,Philadelphia,USA,Small,1281.56
10251,29,61.18,2004-05-18,Motorcycles,Newark,USA,Small,1774.22
10263,34,58.75,2004-06-28,Motorcycles,Bridgewater,USA,Small,1997.5
10275,37,63.6,2004-07-23,Motorcycles,Nantes,France,Small,2353.2000000000003
10285,20,49.06,2004-08-27,Motorcycles,Cambridge,USA,Small,981.2
10298,32,48.46,2004-09-27,Motorcycles,Nantes,France,Small,1550.72
10308,34,52.09,2004-10-15,Motorcycles,White Plains,USA,Small,1771.0600000000002
10318,42,52.7,2004-11-02,Motorcycles,Allentown,USA,Small,2213.4
10329,38,100.0,2004-11-15,Motorcycles,NYC,USA,Medium,3800.0
10339,30,62.16,2004-11-23,Motorcycles,Minato-ku,Japan,Small,1864.8
10362,23,49.67,2005-01-05,Motorcycles,Burlingame,USA,Small,1142.41
10374,22,53.3,2005-02-02,Motorcycles,South Brisbane,Australia,Small,1172.6
10389,39,100.0,2005-03-03,Motorcycles,Boras,Sweden,Medium,3900.0
10402,55,55.72,2005-04-07,Motorcycles,Paris,France,Medium,3064.6
10417,36,61.18,2005-05-13,Motorcycles,Madrid,Spain,Small,2202.48
10101,26,100.0,2003-01-09,Vintage Cars,Frankfurt,Germany,Medium,2600.0
10110,31,100.0,2003-03-18,Vintage Cars,Manchester,UK,Medium,3100.0
10125,34,100.0,2003-05-21,Vintage Cars,Melbourne,Australia,Medium,3400.0
10139,41,100.0,2003-07-16,Vintage Cars,Chatswood,Australia,Large,4100.0
10149,23,100.0,2003-09-12,Vintage Cars,Brisbane,USA,Medium,2300.0
10162,48,100.0,2003-10-18,Vintage Cars,San Francisco,USA,Large,4800.0
10173,22,100.0,2003-11-05,Vintage Cars,Bergamo,Italy,Medium,2200.0
10182,21,100.0,2003-11-12,Vintage Cars,San Rafael,USA,Medium,2100.0
10193,22,100.0,2003-11-21,Vintage Cars,Glen Waverly,Australia,Medium,2200.0
10205,40,100.0,2003-12-03,Vintage Cars,Madrid,Spain,Large,4000.0
10214,50,100.0,2004-01-26,Vintage Cars,Madrid,Spain,Large,5000.0
10227,29,100.0,2004-03-02,Vintage Cars,Lyon,France,Medium,2900.0
10244,43,100.0,2004-04-29,Vintage Cars,Madrid,Spain,Medium,4300.0
10255,24,100.0,2004-06-04,Vintage Cars,Strasbourg,France,Medium,2400.0
10280,22,100.0,2004-08-17,Vintage Cars,Torino,Italy,Medium,2200.0
10289,43,100.0,2004-09-03,Vintage Cars,Bergen,Norway,Large,4300.0
10304,20,100.0,2004-10-11,Vintage Cars,Versailles,France,Medium,2000.0
10312,25,100.0,2004-10-21,Vintage Cars,San Rafael,USA,Medium,2500.0
10322,36,100.0,2004-11-04,Vintage Cars,Nashua,USA,Medium,3600.0
10332,24,52.67,2004-11-17,Vintage Cars,Manchester,UK,Small,1264.08
10347,21,100.0,2004-11-29,Vintage Cars,Melbourne,Australia,Medium,2100.0
10356,30,100.0,2004-12-09,Vintage Cars,Paris,France,Medium,3000.0
10367,32,94.79,2005-01-12,Vintage Cars,Pasadena,USA,Medium,3033.28
10380,21,47.18,2005-02-16,Vintage Cars,Madrid,Spain,Small,990.78
10390,26,78.11,2005-03-04,Vintage Cars,San Rafael,USA,Small,2030.86
10421,35,100.0,2005-05-29,Vintage Cars,San Rafael,USA,Medium,3500.0
10109,26,100.0,2003-03-10,Classic Cars,Philadelphia,USA,Medium,2600.0
10123,46,100.0,2003-05-20,Classic Cars,Nantes,France,Medium,4600.0
10137,37,100.0,2003-07-10,Classic Cars,Reims,France,Medium,3700.0
10148,27,100.0,2003-09-11,Classic Cars,North Sydney,Australia,Medium,2700.0
10161,23,100.0,2003-10-17,Classic Cars,Aaarhus,Denmark,Medium,2300.0
10172,39,100.0,2003-11-05,Classic Cars,Bridgewater,USA,Medium,3900.0
10181,27,100.0,2003-11-12,Classic Cars,Bergen,Norway,Medium,2700.0
10192,38,100.0,2003-11-20,Classic Cars,Nashua,USA,Medium,3800.0
10204,27,100.0,2003-12-02,Classic Cars,NYC,USA,Medium,2700.0
10212,40,100.0,2004-01-16,Classic Cars,Madrid,Spain,Medium,4000.0
10226,24,100.0,2004-02-26,Classic Cars,San Diego,USA,Medium,2400.0
10241,44,100.0,2004-04-13,Classic Cars,Strasbourg,France,Medium,4400.0
10253,37,100.0,2004-06-01,Classic Cars,Liverpool,UK,Medium,3700.0
10266,20,100.0,2004-07-06,Classic Cars,Reggio Emilia,Italy,Small,2000.0
10278,39,100.0,2004-08-06,Classic Cars,Las Vegas,USA,Medium,3900.0
10287,44,100.0,2004-08-30,Classic Cars,Gensve,Switzerland,Medium,4400.0
10301,22,100.0,2003-10-05,Classic Cars,Oslo,Norway,Medium,2200.0
10311,43,100.0,2004-10-16,Classic Cars,Madrid,Spain,Medium,4300.0
10321,27,100.0,2004-11-04,Classic Cars,New Bedford,USA,Small,2700.0
10331,26,64.9,2004-11-17,Classic Cars,Philadelphia,USA,Small,1687.4
10343,25,52.32,2004-11-24,Classic Cars,Reims,France,Small,1308.0
10366,49,100.0,2005-01-10,Classic Cars,Charleroi,Belgium,Medium,4900.0
10379,29,100.0,2005-02-10,Classic Cars,Madrid,Spain,Medium,2900.0
10407,41,100.0,2005-04-22,Classic Cars,San Jose,USA,Medium,4100.0
10419,55,100.0,2005-05-17,Classic Cars,Salzburg,Austria,Large,5500.0
10103,27,83.07,2003-01-29,Vintage Cars,Stavern,Norway,Small,2242.89
10112,23,100.0,2003-03-24,Vintage Cars,Lule,Sweden,Small,2300.0
10126,31,90.17,2003-05-28,Vintage Cars,Madrid,Spain,Small,2795.27
10139,46,100.0,2003-07-16,Vintage Cars,Chatswood,Australia,Medium,4600.0
10150,47,91.18,2003-09-19,Vintage Cars,Singapore,Singapore,Medium,4285.46
10163,31,100.0,2003-10-20,Vintage Cars,NYC,USA,Medium,3100.0
10174,46,100.0,2003-11-06,Vintage Cars,South Brisbane,Australia,Medium,4600.0
10183,37,89.15,2003-11-13,Vintage Cars,Philadelphia,USA,Medium,3298.55
10193,28,93.21,2003-11-21,Vintage Cars,Glen Waverly,Australia,Small,2609.8799999999997
10206,37,90.17,2003-12-05,Vintage Cars,Vancouver,Canada,Medium,3336.29
10215,49,100.0,2004-01-29,Vintage Cars,Burbank,USA,Medium,4900.0
10228,24,100.0,2004-03-10,Vintage Cars,Cambridge,USA,Small,2400.0
10244,30,100.0,2004-04-29,Vintage Cars,Madrid,Spain,Medium,3000.0
10257,50,88.14,2004-06-14,Vintage Cars,San Jose,USA,Medium,4407.0
10270,31,96.24,2004-07-19,Vintage Cars,Chatswood,Australia,Small,2983.44
10280,46,100.0,2004-08-17,Vintage Cars,Torino,Italy,Medium,4600.0
10291,47,100.0,2004-09-08,Vintage Cars,Boras,Sweden,Medium,4700.0
10304,46,100.0,2004-10-11,Vintage Cars,Versailles,France,Medium,4600.0
10312,37,100.0,2004-10-21,Vintage Cars,San Rafael,USA,Medium,3700.0
10322,33,100.0,2004-11-04,Vintage Cars,Nashua,USA,Medium,3300.0
10333,31,90.17,2004-11-18,Vintage Cars,San Francisco,USA,Small,2795.27
10347,48,100.0,2004-11-29,Vintage Cars,Melbourne,Australia,Medium,4800.0
10357,41,87.13,2004-12-10,Vintage Cars,San Rafael,USA,Medium,3572.33
10369,42,100.0,2005-01-20,Vintage Cars,Brickhaven,USA,Medium,4200.0
10381,41,100.0,2005-02-17,Vintage Cars,San Francisco,USA,Medium,4100.0
10391,32,45.25,2005-03-09,Vintage Cars,North Sydney,Australia,Small,1448.0
10423,10,88.14,2005-05-30,Vintage Cars,Bruxelles,Belgium,Small,881.4
10103,35,57.46,2003-01-29,Vintage Cars,Stavern,Norway,Small,2011.1000000000001
10111,28,64.33,2003-03-25,Vintage Cars,San Francisco,USA,Small,1801.24
10126,46,73.7,2003-05-28,Vintage Cars,Madrid,Spain,Medium,3390.2000000000003
10139,20,71.2,2003-07-16,Vintage Cars,Chatswood,Australia,Small,1424.0
10150,30,49.97,2003-09-19,Vintage Cars,Singapore,Singapore,Small,1499.1
10163,48,69.96,2003-10-20,Vintage Cars,NYC,USA,Medium,3358.08
10173,28,53.72,2003-11-05,Vintage Cars,Bergamo,Italy,Small,1504.1599999999999
10183,39,68.08,2003-11-13,Vintage Cars,Philadelphia,USA,Small,2655.12
10193,24,51.84,2003-11-21,Vintage Cars,Glen Waverly,Australia,Small,1244.16
10206,28,67.46,2003-12-05,Vintage Cars,Vancouver,Canada,Small,1888.8799999999999
10215,31,58.71,2004-01-29,Vintage Cars,Burbank,USA,Small,1820.01
10228,45,63.71,2004-03-10,Vintage Cars,Cambridge,USA,Small,2866.95
10244,24,58.09,2004-04-29,Vintage Cars,Madrid,Spain,Small,1394.16
10257,49,53.72,2004-06-14,Vintage Cars,San Jose,USA,Small,2632.2799999999997
10269,32,63.08,2004-07-16,Vintage Cars,Salzburg,Austria,Small,2018.56
10280,43,68.71,2004-08-17,Vintage Cars,Torino,Italy,Small,2954.5299999999997
10291,37,50.59,2004-09-08,Vintage Cars,Boras,Sweden,Small,1871.8300000000002
10304,24,64.96,2004-10-11,Vintage Cars,Versailles,France,Small,1559.04
10312,35,53.72,2004-10-21,Vintage Cars,San Rafael,USA,Small,1880.2
10322,41,29.87,2004-11-04,Vintage Cars,Nashua,USA,Small,1224.67
10332,26,100.0,2004-11-17,Vintage Cars,Manchester,UK,Small,2600.0
10347,34,64.96,2004-11-29,Vintage Cars,Melbourne,Australia,Small,2208.64
10357,49,70.58,2004-12-10,Vintage Cars,San Rafael,USA,Medium,3458.42
10369,28,44.21,2005-01-20,Vintage Cars,Brickhaven,USA,Small,1237.88
10381,40,68.08,2005-02-17,Vintage Cars,San Francisco,USA,Small,2723.2
10392,37,59.96,2005-03-10,Vintage Cars,Graz,Austria,Small,2218.52
10423,31,53.72,2005-05-30,Vintage Cars,Bruxelles,Belgium,Small,1665.32
10106,41,83.44,2003-02-17,Ships,Bergamo,Italy,Medium,3421.04
10119,21,89.46,2003-04-28,Ships,Salzburg,Austria,Small,1878.6599999999999
10130,40,96.34,2003-06-16,Ships,Brickhaven,USA,Medium,3853.6000000000004
10143,46,74.84,2003-08-10,Ships,New Bedford,USA,Medium,3442.6400000000003
10155,44,79.14,2003-10-06,Ships,Helsinki,Finland,Medium,3482.16
10167,46,73.12,2003-10-23,Ships,Boras,Sweden,Medium,3363.5200000000004
10178,41,81.72,2003-11-08,Ships,Toulouse,France,Medium,3350.52
10186,32,89.46,2003-11-14,Ships,London,UK,Small,2862.72
10197,46,87.74,2003-11-26,Ships,Barcelona,Spain,Medium,4036.04
10209,28,100.0,2004-01-09,Ships,Los Angeles,USA,Small,2800.0
10222,49,94.62,2004-02-19,Ships,San Diego,USA,Medium,4636.38
10248,21,73.98,2004-05-07,Ships,NYC,USA,Small,1553.5800000000002
10262,32,84.3,2004-06-24,Ships,Madrid,Spain,Small,2697.6
10273,34,98.06,2004-07-21,Ships,Bruxelles,Belgium,Medium,3334.04
10283,21,98.06,2004-08-20,Ships,Tsawassen,Canada,Small,2059.26
10296,21,96.34,2004-09-15,Ships,Munich,Germany,Small,2023.14
10307,31,83.44,2004-10-14,Ships,Philadelphia,USA,Small,2586.64
10316,21,94.62,2004-11-01,Ships,Cowes,UK,Small,1987.02
10327,25,45.86,2004-11-10,Ships,Kobenhavn,Denmark,Small,1146.5
10338,28,82.58,2004-11-22,Ships,Charleroi,Belgium,Small,2312.24
10350,43,64.97,2004-12-02,Ships,Madrid,Spain,Small,2793.71
10373,22,86.74,2005-01-31,Ships,Oulu,Finland,Small,1908.28
10386,37,93.01,2005-03-01,Ships,Madrid,Spain,Medium,3441.3700000000003
10398,28,72.26,2005-03-30,Ships,Reims,France,Small,2023.2800000000002
10400,30,74.84,2005-04-01,Ships,San Jose,USA,Small,2245.2000000000003
10414,44,73.98,2005-05-06,Ships,Boston,USA,Medium,3255.1200000000003
10103,25,100.0,2003-01-29,Vintage Cars,Stavern,Norway,Small,2500.0
10111,43,100.0,2003-03-25,Vintage Cars,San Francisco,USA,Medium,4300.0
10126,30,97.39,2003-05-28,Vintage Cars,Madrid,Spain,Small,2921.7
10139,20,90.06,2003-07-16,Vintage Cars,Chatswood,Australia,Small,1801.2
10150,26,100.0,2003-09-19,Vintage Cars,Singapore,Singapore,Small,2600.0
10163,40,100.0,2003-10-20,Vintage Cars,NYC,USA,Medium,4000.0
10173,31,89.01,2003-11-05,Vintage Cars,Bergamo,Italy,Small,2759.31
10183,22,100.0,2003-11-13,Vintage Cars,Philadelphia,USA,Small,2200.0
10193,23,100.0,2003-11-21,Vintage Cars,Glen Waverly,Australia,Small,2300.0
10206,30,100.0,2003-12-05,Vintage Cars,Vancouver,Canada,Medium,3000.0
10215,49,100.0,2004-01-29,Vintage Cars,Burbank,USA,Medium,4900.0
10228,31,100.0,2004-03-10,Vintage Cars,Cambridge,USA,Medium,3100.0
10244,29,100.0,2004-04-29,Vintage Cars,Madrid,Spain,Medium,2900.0
10257,37,84.82,2004-06-14,Vintage Cars,San Jose,USA,Medium,3138.3399999999997
10270,38,100.0,2004-07-19,Vintage Cars,Chatswood,Australia,Medium,3800.0
10280,29,100.0,2004-08-17,Vintage Cars,Torino,Italy,Medium,2900.0
10291,23,100.0,2004-09-08,Vintage Cars,Boras,Sweden,Small,2300.0
10304,26,85.87,2004-10-11,Vintage Cars,Versailles,France,Small,2232.62
10312,38,100.0,2004-10-21,Vintage Cars,San Rafael,USA,Medium,3800.0
10322,48,47.04,2004-11-04,Vintage Cars,Nashua,USA,Small,2257.92
10332,40,39.8,2004-11-17,Vintage Cars,Manchester,UK,Small,1592.0
10347,45,100.0,2004-11-29,Vintage Cars,Melbourne,Australia,Medium,4500.0
10357,44,100.0,2004-12-10,Vintage Cars,San Rafael,USA,Medium,4400.0
10369,21,94.22,2005-01-20,Vintage Cars,Brickhaven,USA,Small,1978.62
10381,35,100.0,2005-02-17,Vintage Cars,San Francisco,USA,Medium,3500.0
10392,29,86.92,2005-03-10,Vintage Cars,Graz,Austria,Small,2520.68
10423,21,84.82,2005-05-30,Vintage Cars,Bruxelles,Belgium,Small,1781.2199999999998
10105,22,100.0,2003-02-11,Vintage Cars,Kobenhavn,Denmark,Medium,2200.0
10117,26,100.0,2003-04-16,Vintage Cars,Singapore,Singapore,Medium,2600.0
10128,41,100.0,2003-06-06,Vintage Cars,Madrid,Spain,Medium,4100.0
10142,47,100.0,2003-08-08,Vintage Cars,San Rafael,USA,Medium,4700.0
10153,31,100.0,2003-09-28,Vintage Cars,Madrid,Spain,Medium,3100.0
10166,43,100.0,2003-10-21,Vintage Cars,New Bedford,USA,Medium,4300.0
10177,23,100.0,2003-11-07,Vintage Cars,Madrid,Spain,Medium,2300.0
10185,28,100.0,2003-11-14,Vintage Cars,New Bedford,USA,Medium,2800.0
10196,49,100.0,2003-11-26,Vintage Cars,New Haven,USA,Medium,4900.0
10208,24,100.0,2004-01-02,Vintage Cars,Lyon,France,Small,2400.0
10221,33,100.0,2004-02-18,Vintage Cars,Bruxelles,Belgium,Medium,3300.0
10232,22,100.0,2004-03-20,Vintage Cars,Cowes,UK,Medium,2200.0
10248,32,100.0,2004-05-07,Vintage Cars,NYC,USA,Medium,3200.0
10273,40,100.0,2004-07-21,Vintage Cars,Bruxelles,Belgium,Medium,4000.0
10282,43,100.0,2004-08-20,Vintage Cars,San Rafael,USA,Medium,4300.0
10293,24,100.0,2004-09-09,Vintage Cars,Torino,Italy,Small,2400.0
10306,32,100.0,2004-10-14,Vintage Cars,Manchester,UK,Medium,3200.0
10314,20,100.0,2004-10-22,Vintage Cars,Aaarhus,Denmark,Small,2000.0
10325,24,69.12,2004-11-05,Vintage Cars,Stavern,Norway,Small,1658.88
10336,48,100.0,2004-11-20,Vintage Cars,Paris,France,Medium,4800.0
10350,44,100.0,2004-12-02,Vintage Cars,Madrid,Spain,Medium,4400.0
10372,28,100.0,2005-01-26,Vintage Cars,Minato-ku,Japan,Medium,2800.0
10383,24,61.52,2005-02-22,Vintage Cars,Madrid,Spain,Small,1476.48
10396,33,100.0,2005-03-23,Vintage Cars,San Rafael,USA,Medium,3300.0
10414,41,100.0,2005-05-06,Vintage Cars,Boston,USA,Medium,4100.0
10104,23,100.0,2003-01-31,Classic Cars,Madrid,Spain,Medium,2300.0
10109,46,100.0,2003-03-10,Classic Cars,Philadelphia,USA,Large,4600.0
10114,48,100.0,2003-04-01,Classic Cars,Paris,France,Large,4800.0
10122,25,100.0,2003-05-08,Classic Cars,Marseille,France,Medium,2500.0
10127,22,100.0,2003-06-03,Classic Cars,NYC,USA,Medium,2200.0
10136,41,100.0,2003-07-04,Classic Cars,Toulouse,France,Large,4100.0
10141,34,100.0,2003-08-01,Classic Cars,Espoo,Finland,Medium,3400.0
10148,32,100.0,2003-09-11,Classic Cars,North Sydney,Australia,Medium,3200.0
10151,21,100.0,2003-09-21,Classic Cars,Oulu,Finland,Medium,2100.0
10160,20,100.0,2003-10-11,Classic Cars,Los Angeles,USA,Medium,2000.0
10165,47,100.0,2003-10-22,Classic Cars,Singapore,Singapore,Large,4700.0
10171,39,100.0,2003-11-05,Classic Cars,Montreal,Canada,Medium,3900.0
10175,29,100.0,2003-11-06,Classic Cars,London,UK,Medium,2900.0
10181,45,100.0,2003-11-12,Classic Cars,Bergen,Norway,Medium,4500.0
10184,28,100.0,2003-11-14,Classic Cars,Sevilla,Spain,Medium,2800.0
10192,26,100.0,2003-11-20,Classic Cars,Nashua,USA,Medium,2600.0
10195,50,100.0,2003-11-25,Classic Cars,White Plains,USA,Large,5000.0
10203,48,100.0,2003-12-02,Classic Cars,Madrid,Spain,Large,4800.0
10207,25,100.0,2003-12-09,Classic Cars,Boston,USA,Medium,2500.0
10212,40,100.0,2004-01-16,Classic Cars,Madrid,Spain,Medium,4000.0
10225,43,100.0,2004-02-22,Classic Cars,Gensve,Switzerland,Medium,4300.0
10229,22,100.0,2004-03-11,Classic Cars,San Rafael,USA,Medium,2200.0
10239,47,100.0,2004-04-12,Classic Cars,Oulu,Finland,Large,4700.0
